,Albania,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia,Brazil,Botswana,Canada,Switzerland,Chile,China,Cameroon,Colombia,Costa Rica,Cyprus,Czech Republic,Germany,Denmark,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Georgia,Ghana,Greece,Guatemala,High Income Countries,"Hong Kong SAR, China",Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,"Korea, Rep.",Kuwait,EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,Mongolia,EMDE Middle East & N. Africa,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,New Zealand,Peru,Philippines,Poland,Portugal,Paraguay,West Bank and Gaza,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,El Salvador,Serbia,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Ukraine,Uruguay,United States,World (WBG members),South Africa
2015Q2,3418.833,11876560,109345,341108.2,106761.8,131402.7,13565.72,8170.208,4786.616,14528.3,6086.771,552410.6,3631.548,442333.4,160361.1,62199.52,2127941,8923.238,86768.77,10737.13,6111.864,58198.52,978965.2,88717.66,2605824,1050204,21318.34,73344.88,6057315,373032.3,5964.907,64718.34,724709.4,687798.7,4124.234,16225.16,62607.59,11818.11,12842520,65856.06,4575.923,15120.14,38410.35,234976,527818.1,78130.46,3817.867,70919.67,538183.1,7497.977,1480178,41609.52,14733.05,345231.6,33968.78,1245708,NA,17231.31,11637.97,16011.49,7162.99,31287.58,305969.9,5091354,2694.909,3078.039,2857.537,344254.6,79759.6,112954.8,2765.099,229944.8,121968.7,39984.44,45040.14,67136.44,142827.7,59276.95,8091.573,3511.419,49378.92,431113,545049.4,173476.5,72496.37,5731.151,11224.53,266274.9,26657.46,12640.4,136780.8,93153.78,12997.21,264278.8,127877.4,28242.77,12850.01,4180814,17933875,109807.2
2015Q3,3454.373,11925183,109124.3,344418.2,107078.3,131582,13714.51,8152.846,4792.48,14574.1,6096.917,543761.3,3506.08,443917.4,161236.8,61992.67,2163831,9236.085,87553.5,10869.51,6183.621,58870.95,983510,88859.76,2647310,1056845,21715.68,74921.53,6116981,376461.6,6013.106,64660.6,726642.1,690396.5,4083.142,16036.72,61320.82,12064.56,12894258,66211.01,4629.811,15372.88,38702.67,238053.4,537641.6,79944.33,3792.87,70977.47,538390,7573.014,1481965,41738.15,14844.11,350353.4,34205.26,1242893,NA,17628.31,11778.83,15922.15,7279.467,31523.52,309530.8,5147906,2737.026,3116.92,3136.005,346753.8,80270.6,113984.5,2867.934,231038,122890.4,40527.53,45360.31,67507.16,144684.4,59375.08,8212.639,3482.366,49349.33,431070.9,555269.9,173889.8,73370.54,5800.176,11199.96,267909.2,27014.01,12709.27,137252.3,94511.55,13005.54,267983.8,127196.9,28760.48,13313.01,4197552,18042164,110301.8
2015Q4,3430.646,11960244,107903,346575.8,107657.5,132044.8,13799.69,8237.182,4816.776,14439.38,6202.013,538487.3,3545.906,444211.6,162017.3,62537.22,2199001,9026.793,87219.22,10820.62,6322.589,59183.76,988054.9,89099.45,2688268,1060471,21514.26,75007.99,6160641,379817.6,6003.971,65036.52,728279,694278.2,3959.001,16041.13,62830.87,12085.39,12929624,66266.6,4649.256,15149.67,39109.07,241304.5,544021.2,81194.05,3859.685,71722.83,541245.5,7612.535,1479433,42166.69,14970.31,353061.1,33672.65,1236246,NA,17174.07,11782.97,16023.53,7263.689,31711.84,308628.5,5191262,2751.259,3175.076,2835.481,346737.5,81209.7,113359.6,2881.397,231581.1,122191.7,40946.13,46160.82,68820.57,145841.9,59656.43,8249.447,3541.898,49273.58,429951.6,561195.2,173860.3,73349.59,5811.252,11309.18,267723.7,27193.85,12724.86,138683.5,95096.72,13093.18,271109.9,127026.8,28512.36,13096.39,4205299,18120885,110780
2016Q1,3506.991,12028241,107038.2,349759.5,108752,132195.2,13908.42,8394.626,4867.192,14263.04,6273.289,531161.6,3811.232,446839.9,162587.4,63156.35,2235284,8614.387,88378.83,11087.53,6458.252,59352.84,997624.8,90198.64,2730478,1062992,21211.19,75516.59,6219014,382436.9,6098.717,65784.68,731201.5,696730.8,4068.741,16023.96,62191.07,12007.73,13003277,66081.11,4696.647,15645.25,39032.9,244046.3,560453.1,78565.88,3734.949,71880.81,542201.8,7610.779,1490304,41654.86,15030.31,354412.3,35290.59,1230259,NA,18239.71,11748.09,16521.67,7339.081,31095.79,308456,5243978,2722.643,3168.741,2868.321,350074.4,81961.53,111993.5,2860.41,233081.2,122795.5,41336.1,46667.37,70469.84,145550.2,59863.95,8229.077,3801.879,50520.35,430675.9,578692.8,175280,73978.97,5808.261,11451.94,266517.9,27245.66,12829.62,138800.4,95848.33,13084.15,272089.8,128887.7,28678.65,13227.07,4229606,18247255,111044.5
2016Q2,3526.159,12065438,105219.6,352005.5,108799.5,132976.1,14013.75,8389.517,4905.474,14344.62,6309.638,532730.3,3805.473,444614,163760.5,62807.38,2272448,9291.497,88417.26,11046.73,6499.02,59524.14,1000858,91182.77,2774434,1070728,21279,76538.87,6286696,383727.6,6085.21,65783.45,729403.7,700661.7,4215.734,15925.81,62162.44,12261.09,13043609,67052.56,4737.548,15602.77,39503.66,247263.2,573004.6,79148.87,3998.491,73975.75,543688.3,7647.123,1487974,41577.18,15292.27,358856.3,34901.06,1232458,NA,18129.05,11890.81,16731.15,7362.906,31141.13,309604.8,5308525,2780.524,3185.775,2895.648,351149.9,83056.65,111326.9,2964.662,234882.6,122756.4,41829.1,46921.88,72013.38,147733.5,60154.9,8608.189,3837.542,50483.78,431211,591133.6,175563.4,74832.8,5985.554,11549.19,266793.4,27273.23,13001.86,139517.5,96756.56,13131.35,275983.1,130450.3,28900.16,13564.08,4243228,18352134,111151.4
2016Q3,3534.517,12130588,105507.5,351986.9,109438.7,133217.9,14080.33,8560.786,4955.704,14107.21,6391.301,530044.4,3840.668,449228.2,164973.9,63233.74,2310238,9437.565,88781.34,11238.48,6585.376,60082.06,1003891,91926.55,2817465,1065765,21366.31,77347.54,6344181,386751.8,6150.22,66494.75,730289.6,703631.9,4153.409,16353.25,62345.65,12305.48,13110577,67813.04,4776.149,15674.53,39711.37,250103.5,588543.8,79777.91,4068.05,74726.17,547547.8,7714.69,1491148,42332.63,15522.31,360253.9,34957.34,1234195,NA,18135.06,12063.55,16853.65,7366.294,31762.57,312356.1,5364192,2823.528,3247.686,2946.634,352499.1,83985.14,111285,2976.245,236980.5,122379.6,42146.09,47341.53,72611.32,148619.9,60822.61,8629.408,3815.712,50649.86,431687.3,606678.8,175191.8,75573.82,5950.519,11624.27,267576.6,27377.81,13130.9,140048.1,97580.97,13148.73,268069.2,131270.9,29416.19,13296.71,4273323,18474769,111137.8
2016Q4,3572.274,12202127,106249,356046.8,109910.3,133708.4,14214.79,8436.719,5015.86,14158.84,6411.909,529565.2,3936.199,451748.4,165214.8,63260.47,2350732,9392.327,89209.34,11355.86,6737.842,60631.82,1007933,92412.85,2863607,1088236,22063.86,77947.69,6425754,388964.8,6224.559,66798.19,734070.8,707979.6,4277.389,16582.43,62676.29,12473.58,13190643,68575.06,4886.594,15869.03,40071.58,252971.5,592472.7,87433.23,4214.439,75684.42,549620.8,7758.354,1493169,43025.09,15683.74,363037.2,34462.19,1239904,NA,18433.7,12229.66,16937.67,7454.181,31993.95,315852.1,5437239,2839.149,3287.563,3067.772,355231.1,85134.62,111042.7,2993.617,238891.2,124018.7,42269.88,47397.48,73467.06,151443.6,61462.93,8656.58,3746.056,50795.68,434689.4,610906.4,177580.5,76923.48,5967.249,11630.42,267869.6,27599.61,13236.35,140228.3,98233.75,13305.72,282838.6,131919.9,29663.75,13560.84,4297007,18627881,111232.2
2017Q1,3654.553,12286691,107211.5,357148,111073.6,134530.9,14299.47,8897.417,5028.065,14282.85,6481.038,534643.8,3929.66,457432.3,165238.2,62765.17,2393276,8821.317,89188.18,11416.15,6865.793,61605.2,1019997,93306.8,2913908,1098417,22839.47,78980.14,6498940,391693.8,6348.263,67440.69,739109,713921.1,4371.292,16986.32,62820.85,12579.59,13279104,68980,4902.81,15990.47,40553.2,256350.4,594654.4,86807.32,4031.885,75967.87,552079.5,7812.574,1504578,43105.23,15804.6,367100.6,33310.23,1249176,NA,19253.41,12398.67,16720.64,7525.867,32619.36,317610.8,5506527,2838.686,3582.692,3048.205,355161.3,86544.5,111070.4,3066.631,240296,125424.1,42824.42,47813.67,75171.76,153261,62058.11,8862.359,3728.611,53188.95,435922.1,613907.8,176426.3,77403.64,6005.906,11697.62,268369.7,27788.83,13523,141415.8,99517.21,13386.73,286711,133731.7,29503.42,13789,4317930,18785631,111757.4
2017Q2,3669.297,12365851,108262.8,359328.6,111478.9,134832.9,14397.12,8894.59,5074.215,14667.61,6576.753,538902.1,3961.266,462247.1,165731,63586.92,2432623,9698.634,89769.49,11660.85,6873.643,63105.39,1028888,94432.37,2961549,1112353,22966.36,80383.87,6587186,395786.6,6456.711,68327.66,745724.8,718428.6,4362.729,17369.59,63144.33,12579.26,13365474,69609.04,4982.757,16142.09,41050,259775.7,607799.1,87141.21,4179.675,76810.28,554222.3,7857.311,1510964,43771.11,15789.93,369809.1,33483.97,1257179,NA,19059.08,12484.36,16939.32,7564.199,33070,318088.9,5587562,2799.325,3603.569,3080.233,357641.5,87833.42,112419.8,3086.416,241520.6,126632.5,43346.05,48174.55,77220.77,154793.6,62288.97,8821.387,3826.044,54766.84,438240.6,626858.2,176750.8,77664.5,6060.907,11787.88,271606,28101.98,13686.97,142021,101016,13374.99,293249.2,134273.4,29723.16,13659.45,4342059,18953037,112366.8
2017Q3,3650.31,12460810,109707.6,362675.9,112123.1,134751.9,14494.36,8881.403,5136.103,14537.81,6672.389,540677.3,4097.699,462392.2,166614.5,64761.85,2465906,9799.647,90256.22,11659.21,6971.431,63611.62,1036057,94221.37,3001477,1124864,22516.68,81314.6,6660262,398294.8,6482.559,68651.98,751279,722974.5,4432.258,17669.44,63716.86,12685.23,13470149,70192.33,5069.212,16334.02,41429.97,262971.5,620682.7,91901.44,4161.883,78104.72,555167.6,7894.835,1523562,44123.35,16051.99,374911.5,33154.93,1260623,NA,19202.58,12576.68,17123.07,7638.638,33238.04,316145.6,5650923,2830.19,3668.051,3171.16,360436.7,89137.28,112784.2,3078.996,243359.2,127500.2,43786.82,48781.12,78189.52,157115.5,62732.8,9005.235,3963.398,55548.37,441885.6,639885.3,178531.5,79530.45,6070.251,11908.51,272976.4,28206.35,13806.62,142929.7,102101.8,13457.98,297693.5,136458.9,30078.04,13536.1,4376338,19121072,112573.5
2017Q4,3704.611,12555463,110783.2,364194.6,112741,135827.8,14573.66,8781.629,5133.628,14780.19,6708.792,543862.7,4039.816,464738.2,168361,65393.64,2509992,9793.833,90396.15,11852.82,7081.063,64071.79,1045966,94938.12,3049073,1133988,22727.63,82006.3,6740966,400728.6,6575.945,69192.52,755915.1,728301.1,4415.213,17930.52,63237.37,12706.18,13568063,70971.72,5067.007,16332.25,42045.93,265622.6,632834.6,95133.55,4314.341,79124.62,558479.8,7931.531,1524743,44272.22,16243.64,374058.4,33039.27,1270123,NA,20036.81,12770.32,17150.57,7701.535,33438.71,320568.7,5728366,2822.276,3707.516,3154.47,361074.4,90045.4,112812.2,3109.19,244918.7,126773.8,44408.63,48194.61,78227.69,159315.1,63256.16,9054.422,3894.572,55537.17,441968.3,652871.5,178353.4,80342.99,6105.636,11942.43,273836.3,28509.71,14085.97,143945.2,102030.6,13628.92,303298.9,137198.3,30178.27,13592.4,4425665,19296429,113016.2
2018Q1,3801.96,12615482,110093.2,367961.3,113217.6,136388.9,14685.91,8825.53,5272.77,14976.87,6784.324,546375.3,4072.562,470140.9,169995.7,65963.51,2562575,9161.961,90996.9,11913.3,7287.106,64333.21,1040883,95709.76,3111169,1150751,23017.54,83211.67,6847169,402425.5,6617.73,69331.34,755289,728768.3,4566.762,18397.71,64197.79,12928.98,13642598,71989.78,5109.592,16279.1,42864.75,269334.7,645277.1,95427.66,4310.651,79956.91,557492.9,7968.016,1525596,44933.28,16593.28,379493.5,33456.93,1279646,NA,19748.71,12936.95,17172.76,7793.234,33635.67,324629.6,5820053,2872.216,3761.279,3241.108,365446.2,91280.5,113292.7,3138.478,246636.3,127395.1,44803.61,49487.61,80205.28,162501.4,63623.43,9303.049,3822.833,56591.57,447675.4,665025.8,180795.6,80908.69,6148.73,12267.15,275132.3,28865.01,14130.68,144328.7,104531.9,13729.93,307141.7,138396.8,30598.84,13755.65,4461636,19462651,113614.1
2018Q2,3825.352,12680652,105551.6,370683.3,114180.7,137079.6,14762.34,9053.486,5350.144,15020.7,6951.097,546244.4,4208.919,473808.2,171972.9,66855.62,2603688,10099.05,91997.57,12027.79,7328.838,64531.78,1048461,95676.3,3161313,1159697,23030.66,84966.33,6921093,405043.5,6683.129,69202.35,756906.2,729957.3,4668.649,18542.48,64313.72,13138.43,13716902,71909.39,5174.097,16774.21,43248.71,273746.3,654103.1,96401.06,4416.604,80373.78,558643.9,8036.068,1532371,45684.33,16739.88,382471.7,34153.2,1277769,NA,20207,13127.8,17064.66,7901.663,34002.71,323531.8,5884843,2887.413,3879.804,3330.84,370635.4,92546.04,114447.2,2934.858,247758.6,127778.2,45318.08,51015.91,82182.76,164938.9,64295.64,9425.082,3822.163,57779.6,448999.2,674310.1,182815.1,81431.92,6246.235,12443.36,277369.1,29349.51,14335.77,145373.5,105818.8,13786.26,308949.7,138526.6,31138.37,13643.62,4485320,19601746,113331.6
2018Q3,3817.854,12714120,105255.8,372062.8,114767.4,137675.4,14843.87,9046.331,5385.328,15076.82,6962.581,551197.6,4193.171,476198.2,171360.8,66527.76,2625373,10485.66,92899.35,11974.97,7366.3,64962.54,1040883,96190.29,3187403,1163996,23041.53,85597,6971192,407329.6,6730.648,69138.47,760632.9,732212.8,4693.449,18842.82,64489.78,13123.01,13759032,72026.35,5222.889,16849.65,43905.4,276977.2,662699.1,97306.43,4343.824,81069.53,558621.8,8051.082,1523614,45931.99,16956.43,384461,34708.12,1283096,NA,20013.12,13147.26,17219.61,7953.23,34302.21,324871.2,5926279,2916.858,3981.217,3369.227,373684.6,93178.54,115096.8,2948.492,248407.5,128583.3,45298.76,50156.06,82880.24,167083.1,64729.87,9102.38,3948.107,59152.81,451886.4,682712.2,184191.7,82093.25,6245.545,12448.25,280300.2,29532.18,14501.67,145216.9,105625.2,13840.1,305980.5,139796.1,30873.04,13567.06,4513366,19685312,114725.4
2018Q4,3823.154,12749509,103653.6,372926.7,115888.2,138941,14894.59,9253.153,5430.751,15058.82,6863.44,550052.9,4229.356,477319.9,171656.3,67505.7,2669833,9890.667,92937.78,11888.57,7552.785,65674.28,1047454,96333.04,3234335,1157620,22911.25,86314.12,7019527,409690.2,6800.128,69204.81,766646.1,733207.3,4703.2,19042.07,64890.55,13082.4,13800083,71791.94,5285.045,16748.69,44381.36,278730.4,672355.4,98518.47,4432.603,81828.37,560284.7,8050.049,1520506,45916.69,17201.03,386646.6,34322.83,1280182,NA,19434.74,13402.38,17325.59,8020.257,34483.45,324283.6,5968953,2934.399,3979.617,3452.047,375278,93678.94,114914.8,2906.509,249159.9,128626.6,46057.24,49886.95,82947.97,168754,65062.78,9054.596,4009.645,58924.78,453921.9,691790.1,184939,81645.04,6193.258,12378.1,280321.7,29416.04,14600.9,146901.9,105692.7,13905.76,295426.9,140680.7,31071.02,13676.53,4519688,19769036,115043.7
2019Q1,3882.964,12820539,103883.9,375615.3,116796.3,139511.4,15453.24,9155.757,5417.609,15158.28,6962.742,551630.8,4244.781,478468.7,171777.5,66989.29,2731355,9640.861,93938.03,12091.81,7695.059,66532.79,1053311,96715.81,3305025,1171008,22898.84,87768.71,7114284,412198.5,6930.926,69801.86,773087.4,738557.9,4814.939,19321.79,65627.68,13424.17,13876473,72307.77,5305.177,17017.01,45317.45,282779.8,678807.3,99752.48,4449.626,83326.31,561492,8094.665,1523867,46676.16,17376.43,386870.7,34723.96,1284291,NA,19464.55,13563.52,17403.6,8013.269,34543.79,324306.1,6058349,2968.764,3989.698,3487.071,375649.5,95089.08,115415,2848.206,252171.9,128056.5,46486.56,50852.86,85005.11,171285.3,65632.12,9028.578,4000.799,58923.71,456881.9,698271.9,183381.6,82056.77,6308.456,12607.81,280037.9,29942.49,14820.48,147799.1,107309.4,13980.24,300045.5,140980.3,31574.82,13821.96,4547912,19934822,114039
2019Q2,3894.552,12900073,104573.5,376732.6,116436.1,140338.6,15414.09,9294.438,5514.116,15179.28,7206.343,554914,4351.61,483706.8,172897.1,67919.38,2762580,10659.16,95011.69,12251.76,7778.798,66863.4,1054013,97594.94,3347001,1185469,23137.85,90367.64,7200458,413414.7,6933.938,70289.57,777676.5,740860.3,4884.332,19730.1,66238.86,13659.64,13964956,71889.6,5267.843,17335.23,45458.29,287839.1,689172.9,101237.7,4472.27,83098.25,563042.1,8168.269,1531551,47782.6,17734.39,392013.5,34655.44,1291755,NA,20096.94,13769.79,17717.05,7988.173,35289.98,323491.4,6135575,3069.18,4068.849,3606.666,382391.7,97582.39,117540.8,2869.617,253298.8,129157.9,46662.58,52023.94,87081.41,172826.8,66041.22,9096.211,3940.201,60296.55,458432.7,709269.8,186642.3,82675.16,6388.89,12868.69,284570.7,30070.9,14788.33,149188.4,108311.4,14033.43,306861,142300.4,32987.3,13942.9,4585931,20100531,114554.6
2019Q3,3927.631,12974080,104495.7,378852.3,116696.2,141446.9,15286.89,9400.019,5593.641,15304.4,7165.16,554711.2,4332.648,485059.3,173640.6,68034.77,2777329,10410.44,95849.11,12274.34,7845.322,67354.85,1056848,97911.61,3367049,1193545,23077.08,90230.32,7233605,414189.4,6945.988,70323.97,777919,746113.6,4930.943,19987.25,65895.34,13645.84,14044959,69485.51,5355.516,17367.79,46090.3,291682.7,693417,102539.8,4396.614,84125.37,560958.1,8196.178,1533041,48202.02,17868.2,392856,34848.41,1292236,NA,20231.32,13800.53,17768.5,8026.187,35329.68,323402.4,6162725,3058.74,4082.988,3566.196,381875,98002.06,117978.5,2902.26,254504.7,129891.7,46991.73,51789.04,88048.09,174209.4,66294.84,9299.24,3941.479,60523.88,462796.4,713648.3,185865.8,82788.11,6410.499,13148.18,285252,29967.31,14936.14,149116.8,108421,14063.19,308489.4,144566.2,31983.19,13823.46,4639531,20207685,114675
2019Q4,3785.552,12976164,103106.4,381140,116291,142225.5,15320.75,9067.138,5537.095,15345.28,6864.284,559266.3,4291.291,486444.2,174581.7,65357.05,2819026,10457.32,95786.48,12316.29,7951.511,67854.62,1056438,98256.96,3405099,1198252,23039.39,90820.29,7271906,416550,6992.923,70198.66,773868.1,746116,4991.789,20281.21,65838.09,13649.22,14045439,69222.82,5395.287,17031.13,46384.79,291665.9,693963.4,104778.6,4510.945,84837.01,558872.9,8206.562,1489316,47991.09,17952.84,396805,35494.85,1288578,NA,19446.89,13987.55,17905.04,7978.538,35204.46,321086.7,6202630,2975.966,4100.124,3499.751,381970.9,96369.57,116979.9,2955.796,254773.4,130968.4,47290.11,50523.3,87897.9,175428.9,66819.5,9315.89,3942.45,61824.19,461646.3,713410.3,185172.4,82888,6335.921,13237.15,284596.1,29872.4,14987.21,150659.5,106640.1,14062.77,312607.6,146583.6,31175.03,13579.3,4671228,20248069,114633.5
2020Q1,3712.228,12742450,98273.56,380589.7,113727.9,138528,15339.66,9039.767,5512.492,15178.55,6921.428,546922.8,4271.518,476958.9,171959,66598.12,2546191,9662.481,94354.79,12305.79,7924.654,65501.4,1033187,97440.64,3124944,1196540,22958.93,92071.44,6963720,394975.4,6900.607,70022.99,734403.6,726287,4908.669,20605.1,64552.76,13544.53,13807614,65870.05,5195.206,16754.19,46271.61,290917.8,694624.6,108526.7,4276.702,83382.66,526365.8,8174.188,1497395,47917.36,18147.35,391700.4,35657.13,1265699,NA,18993.63,13926.69,17694.27,7946.559,34254.83,317379.2,5898556,2972.628,4251.704,3184.158,378343.8,95214.11,117301.6,2925.026,251876.5,129719,46716.25,49169.24,84419.5,176481.5,64045.22,9398.089,3892.08,60115.48,460358.9,713618.2,181808.7,82780.2,6258.981,13319.49,284575.4,29585.31,14482.35,150985.5,105016.9,13445.67,313162.1,145066.3,31289.09,13493.71,4606142,19706170,114587.4
2020Q2,3531.614,11554559,84613.57,354968,100187.3,123421.3,14471.43,8285.615,5111.944,14763.1,5483.866,498636.3,3191.825,424493.7,160774.7,58161.13,2853349,10296.53,79056.63,11321.14,6976.527,59779.28,941259.5,91663.62,3378668,1092916,18589.7,89558.97,6729332,324720.4,6496.65,65481.24,644040.7,578620.1,4219.958,20328.32,55671.38,12407.84,12534983,64985.95,4318.357,14635.18,39558.37,272586.2,532075.3,101341.3,3958.564,76547.54,461476.7,7927.794,1383758,45092.14,17021.23,380967.2,31577.03,1095104,NA,16887.23,13178.2,16598.97,7133.553,30043.37,257309.6,5748908,2596.765,3701.384,3380.977,356351.9,81202.37,111203.7,2674.785,230883.3,122990.9,42226.23,37046.18,72904.13,160598.2,54411.39,8448.215,3164.148,55124.01,426390.6,548962.6,174354.5,72948.09,5133.428,11971.08,257329.5,27451.36,13178.24,138661.7,95245.45,11440.42,279611.4,143077.7,29875.69,11903.05,4241893,18283891,95287.9
2020Q3,3846.474,12554815,93659.09,367289.8,111691.5,137595.6,14925.81,8771.442,5351.013,15311.79,6429.121,537921.4,4127.926,463052.6,171831.5,61113.23,2911289,10109.41,87215.33,11443.56,7457.063,64188.39,1023184,97193.7,3472888,1192041,20559.32,90515.13,7193408,376351.8,6787.009,68708.5,744655.8,675758.3,4618.049,20161.47,59070.78,13441,13592926,66677.24,4922.932,15463.54,44200.55,282392.9,654616.2,113429.3,4133.457,83442.39,527966.2,8065.688,1457736,46055.18,17310.1,389382.2,32266.09,1211590,NA,20055.06,13998.72,17989.07,7934.806,32681.49,297126.9,6155297,2942.555,3813.991,3446.947,367401.2,96006.17,114710.9,2870.173,246073.5,127432.8,48068.62,47020.13,77990.94,171197.6,62230.07,9163.416,3516.551,57220.86,457031.8,674671.2,178536.4,79509.29,5858.125,12990.09,274815.8,29883.16,14679.29,145435.2,101762.3,13048.43,325501,150720.5,30848.13,12846.78,4574000,19748223,108396.1
2020Q4,3895.755,12694727,98321.3,379943.2,110160.4,136967.4,14852.81,8652.467,5438.293,15321.71,6885.131,557832.1,4118.067,471750.5,172466.1,65337.35,2994823,10392.46,92610.42,11750.39,7905.647,64844.11,1034803,97230.63,3559066,1205542,21525.56,92290.14,7406367,379080.8,6913.337,69413.65,743873.8,684994.3,4685.079,20385.25,60598,13992.24,13746990,66856.94,4975.621,16408.26,44964.75,284815.2,705338.9,110332.2,4223.286,85760.82,527641.7,8152.896,1483206,46755.83,18241.8,395511.7,33462.68,1264231,NA,19365.41,14048.51,17889.47,7978.961,33312.29,310003,6354104,2993.774,3944.704,3484.962,372124.9,93499.82,116178.7,2898.004,247106.2,128428.8,48276.13,49643.25,80261.07,171368.8,62376.08,9392.021,3463.733,60231.81,460874.4,724704.3,179644.9,82360.92,6191.827,13123.72,280699.4,29829.42,14339.09,148455.1,102181.5,13145.8,330269.6,155213,30765.68,12872.94,4623594,20101094,111383.1
2021Q1,4017.509,12821666,101322.4,388346.4,108609.4,139129.6,15661.03,8861.424,5626.82,15401.88,6820.094,563310.7,4311.952,479787.2,173228.2,67681.58,3017991,10094.69,95704,12242.45,8188.818,64696.45,1023289,98079.75,3588647,1223025,21770.86,94711.07,7491663,383653.1,7122.652,68894,746661.4,677875.8,4637.562,20594.8,63141.47,14161.33,13888768,71256.61,5333.924,17369.09,45476.37,288668.1,713925.6,121284.5,4167.985,86122.78,536192.1,8293.749,1487918,47135.3,18545,401613.8,32699.87,1283777,NA,19706.72,14344.09,18528.16,7959.584,35038.45,312255.8,6424560,3004.618,4324.178,3603.844,379469.5,94837.66,117516.5,3042.914,249230.8,130725.4,49124.76,51318.52,81180.89,175310.3,60617.93,9459.984,3660.377,60843.89,464740.8,733632.3,182909,86370.58,6434.816,13522.94,283111.5,30428.31,15005.01,152192.5,102365.7,13295.52,336987.4,158753.2,30658.26,12917.92,4687433,20313328,112048.6
2021Q2,4081.226,13049578,101996.5,391543.5,113611.6,141271,15855.98,8923.615,5658.473,15685.78,6791.359,559819.3,4405.707,479224.9,177500.2,68403.43,3094677,10705.67,93839.56,12492.78,8280.27,65602.04,1049351,102083.2,3668866,1246028,22823.18,97081.13,7545271,388890.3,7306.022,69992.27,756278.8,727048.4,5266.743,20801.89,64013.15,14343.75,14133308,69793.37,5397.192,17495.89,46509.24,291538.1,655580.1,125123.7,4306.426,89169.23,549024.5,8317.336,1497284,48070.23,18809.84,407010.9,33771.29,1286109,NA,19321.13,14530.39,18651.02,8034.446,34386.3,315287.9,6461540,2990.116,4348.917,3428.548,383129.7,94522.9,117857.4,3144.038,258995.9,128968.3,49887.53,52256.46,81976.31,179868.4,63392.09,9652.81,3748.549,61397.58,472110.8,674901.2,183622.1,86118.72,6592.807,13736.59,286237.4,30947.29,15190.36,153265,102722.4,13279.31,342758.5,154975.9,32038.17,13268.23,4761067,20594849,113656.9
2021Q3,4078.033,13184283,104131.7,384757.3,117694.4,144026.7,16144.3,9160.056,5743.726,15496.19,6797.991,560477.4,4492.518,488878.9,181645,71221.85,3068255,10522.18,98942.25,12883.05,8495.678,66738.99,1049750,104338.9,3641979,1267814,23295.75,98942.6,7625250,396561.3,7264.334,70810.45,777610.9,739186,5213.044,21087.51,65866.71,14530.89,14286744,70257.66,5521.396,17903.59,47087.96,293276.4,720404.6,128000.9,4492.181,90961.94,566307.8,8404.549,1490294,48974.92,19009.51,407148.5,34517.03,1295404,NA,19739.67,14776.81,18721.95,8608.57,35565.02,312337.1,6522789,3010.748,4533.014,3391.98,393289.8,91781.44,119785.9,3160.759,263918.6,135022.7,47783.12,52382.02,83616.34,183645.6,65670.04,9378.918,3752.391,61628.44,475702.6,740144.2,189617.4,87141.97,6607.419,14063.85,286619.8,31043.91,15561.76,153997.9,101657.5,13330.74,355259.6,156843.1,31764.5,13735.87,4801667,20809533,111722.2
2021Q4,4137.363,13379839,106559.8,398452.9,117717,145363,16313.37,9301.539,5861.415,15514.53,6916.685,566984.6,4384.02,497631.8,182391.1,72927.26,3123508,10591.03,102905.2,12946.58,8744.83,67375,1056216,107339.3,3712971,1284399,23955.2,99700.41,7765123,404637.2,7346.155,71411.18,782188.9,750155.1,5173.08,21420.24,66815.68,14675.43,14499686,70147.36,5598.781,18236.61,48306.6,298869.2,742870,127362.5,4497.201,95209.87,571624.4,8470.001,1508103,49097.99,19730.69,413638,35031.55,1314301,NA,19841.83,14999.22,19292.08,8550.12,35927.38,315966.4,6645276,3033.274,4567.229,3379.521,400311.4,96912.1,120786.7,3199.685,264369.8,134404,49485.39,51633.64,86165.15,187318.5,66893.93,9422.658,3858.177,61726.66,480495,762711.8,194428.3,88738.34,6610.969,14135.26,290428.9,31020.53,15761.75,157512.4,104137.7,13594.08,360826.6,163429.4,32459.03,13997.69,4888211,21144962,113516.2
